Product_ID,Batch_Number,Production_Date,Shift,Inspector_Name,Defect_Type,Pass_Fail,Dimension (mm),Tolerance (mm),Production_Time (mins),Temperature (°C),Pressure (bar),Machine_ID,Material_Used (kg),Energy_Consumption (kWh),Quality_Score (%),Defect_Rate (%),Compliance_Flag,Machine_Downtime (mins),Scrap_Cost (USD),Inspection_Time (mins),Cycle_Time (s),Line_Number
91024794,BN-6747,15-04-2022,Morning,Nicole Lewis,Crack,Fail,141.56,0.96,97,30.6,5.85,MID-8051,32.57,211.56,79.45,8.18,Non-Compliant,5,224.6,8,146,2
82449995,BN-9352,16-04-2022,Evening,Micheal Jefferson,Size Variation,Pass,47.38,0.29,34,74.96,2.97,MID-6399,3.25,116,77.28,6.08,Non-Compliant,3,462.61,12,217,1
35427254,BN-9577,16-04-2022,Evening,Patricia Gonzalez,No_Defect,Fail,62.71,0.28,73,36.52,4.52,MID-6885,22.04,250.66,60.45,0.8,Non-Compliant,37,345.14,4,194,2
33296760,BN-5752,16-04-2022,Night,Rachael Silva,No_Defect,Pass,20.85,0.14,43,43.74,2.94,MID-9863,4.91,99.95,81.29,2.39,Non-Compliant,53,435.1,2,150,3
9290419,BN-0182,16-04-2022,Morning,Allen Salazar,Size Variation,Fail,187.71,0.15,62,73.49,4.33,MID-0503,29.8,101.93,92.2,5.02,Compliant,45,325.86,15,67,3
6023416,BN-5215,16-04-2022,Night,Justin Gallegos MD,Crack,Pass,19.69,0.89,117,77.8,6.64,MID-7643,32.45,73.85,98.56,8.84,Compliant,29,95.29,1,221,3
30976672,BN-6491,16-04-2022,Night,Brett Olson,Crack,Fail,59.09,0.59,113,92.05,3.93,MID-2969,39.63,44.71,92.32,4.46,Compliant,5,238.29,5,146,5
34157657,BN-7988,16-04-2022,Morning,Corey James,No_Defect,Pass,101.06,0.17,63,70.02,6.58,MID-9056,49.02,459.53,68.98,3.74,Non-Compliant,57,320.22,15,135,4
90019975,BN-8187,16-04-2022,Morning,Penny Torres,No_Defect,Fail,35.47,0.88,73,92.86,6.11,MID-7861,6.21,217.77,72.36,7.37,Non-Compliant,8,424.34,10,134,3
73780434,BN-8714,17-04-2022,Night,Christine Velazquez,Other,Pass,193.15,0.4,82,20.06,1.14,MID-0548,13.87,258.66,61.54,2.09,Non-Compliant,60,392.9,14,77,1
3584064,BN-4333,17-04-2022,Evening,Brittany Blackburn,Crack,Fail,50.09,0.56,104,43.39,9.74,MID-6577,11.38,434.48,65,6.94,Non-Compliant,48,85.83,5,138,3
53335098,BN-1006,17-04-2022,Morning,Daniel Duncan,No_Defect,Pass,84.64,0.19,105,27.91,1.64,MID-1535,5.66,472.07,98.08,3.58,Compliant,52,465.54,6,84,3
10135914,BN-8786,17-04-2022,Night,Mrs. Laura Lee,Discoloration,Pass,164.67,0.2,113,55.72,8.72,MID-4198,29.12,330.48,83.74,5.53,Non-Compliant,29,10.75,13,46,5
86432771,BN-7811,17-04-2022,Morning,Donna Hanson,Discoloration,Fail,100.98,0.58,22,21.91,2.71,MID-0387,22.67,36.31,93.93,7.86,Non-Compliant,2,324.57,13,287,2
73918820,BN-5294,17-04-2022,Morning,Michelle Everett,Other,Fail,33.96,0.31,117,46.81,9.26,MID-7082,45.82,499.01,96.64,4.23,Compliant,42,248.96,14,47,4
15921468,BN-7969,17-04-2022,Night,Samantha Campbell,Crack,Pass,192.38,0.22,98,51.01,9.02,MID-8495,20.33,398.99,62.95,3.16,Compliant,60,289.66,3,99,1
43213344,BN-6669,17-04-2022,Evening,Travis Hickman,Size Variation,Fail,130.85,0.97,94,97.56,6.68,MID-5978,2.04,138.18,75.71,8.65,Compliant,42,492.31,1,143,5
40128740,BN-3943,18-04-2022,Morning,Michele Acosta,Size Variation,Pass,37.89,0.88,98,54.03,5.82,MID-1722,31.73,201.39,89.6,7.34,Non-Compliant,36,181.23,2,252,3
21139833,BN-2916,18-04-2022,Night,Amanda Nicholson,No_Defect,Pass,30.63,0.19,111,65.96,7.24,MID-0682,28.39,161.64,71.11,5.43,Non-Compliant,32,492.96,6,278,4
32737974,BN-0470,18-04-2022,Night,Kelli Montoya,Other,Fail,179.75,0.66,94,43.66,6.33,MID-5527,0.19,172.27,69.13,0.23,Non-Compliant,13,362.96,15,52,4
15682062,BN-9942,18-04-2022,Night,Peter Schneider,Other,Pass,16.02,0.96,65,23.28,7.86,MID-9853,49.44,481.53,70.49,6.7,Non-Compliant,22,486.99,9,86,2
99292652,BN-9985,18-04-2022,Evening,Isaac Owens,No_Defect,Fail,146.27,0.66,95,46.55,4.9,MID-1695,37.41,201.47,76.15,5.12,Compliant,9,23.35,10,87,5
88335391,BN-2591,19-04-2022,Evening,Veronica Shaw,Size Variation,Pass,172.08,0.81,103,61.73,5.51,MID-7138,31.5,416.13,82.11,2.56,Non-Compliant,24,424.43,2,221,2
70697087,BN-8598,19-04-2022,Night,Tonya Cisneros,Discoloration,Fail,69.83,0.52,85,84.91,1.77,MID-2165,22.31,73.17,92.16,2.19,Compliant,18,104.79,13,164,1
53520579,BN-4811,19-04-2022,Night,Megan Jenkins,Other,Fail,104.08,0.31,39,35.25,6.75,MID-8781,45.81,86.56,88.07,0.96,Compliant,41,209,6,171,2
18964981,BN-0081,19-04-2022,Night,Joseph Anderson,Size Variation,Pass,195.19,0.51,14,46.15,1,MID-3566,41.45,324.73,96.76,9.9,Compliant,60,394.41,8,119,2
23071377,BN-1747,19-04-2022,Evening,Paul Garcia,Crack,Fail,153.26,0.7,22,45.28,8.09,MID-6367,7.88,366.76,74.43,0.17,Compliant,12,167.93,14,35,4
49440959,BN-7358,19-04-2022,Night,Ian Miranda,Discoloration,Fail,158.9,0.49,119,47.37,6.65,MID-2244,45.68,392.59,62.64,2.46,Non-Compliant,14,307.36,12,255,4
41090701,BN-4272,19-04-2022,Evening,Daniel Hamilton,No_Defect,Pass,88.61,0.28,29,86.39,5.9,MID-3244,46.11,200.96,93.39,3.1,Compliant,35,65.08,6,278,5
21044113,BN-3926,19-04-2022,Evening,James Bishop,Crack,Fail,126.2,0.9,41,30.92,6.84,MID-7966,33.41,16.24,80.6,4.3,Non-Compliant,1,287.76,13,265,4
13990558,BN-2300,19-04-2022,Night,Catherine Mendoza,No_Defect,Fail,199.52,0.37,73,57.77,2.61,MID-5023,0.27,27.37,69.41,2.52,Non-Compliant,25,316.99,11,201,4
99708979,BN-1471,19-04-2022,Evening,Andrea Miller,Discoloration,Pass,181.23,0.66,20,94.41,3.9,MID-4091,34.5,17.32,71.77,3.94,Non-Compliant,31,203.87,9,102,1
64903552,BN-2034,20-04-2022,Morning,Lisa Stevenson,Discoloration,Fail,172.08,0.42,117,68.15,7.71,MID-2714,2.09,157.7,92.72,0.24,Compliant,26,485.03,11,88,1
52636004,BN-6224,20-04-2022,Night,Michael Herrera,Size Variation,Fail,68.43,0.65,81,38.91,2.96,MID-4700,28.32,499.85,99.89,6.09,Non-Compliant,10,52.8,3,285,3
49834291,BN-1480,20-04-2022,Morning,Kevin Clark,Discoloration,Pass,47.13,0.41,55,34.63,8.16,MID-3090,48.2,16.84,93.9,2.23,Non-Compliant,1,253.23,8,64,5
6430092,BN-4361,20-04-2022,Morning,Ronald Nguyen,Crack,Pass,13.18,0.12,23,92.55,8.06,MID-1342,17.91,136.14,68.12,9.96,Non-Compliant,27,251.82,4,154,1
27923955,BN-9117,20-04-2022,Night,Mackenzie Gray,Discoloration,Fail,47.33,0.59,95,54.59,9.35,MID-5916,18.88,32.44,79.03,3.29,Non-Compliant,26,169.73,6,241,3
46818737,BN-0102,20-04-2022,Morning,Andrew Long,Size Variation,Fail,191.65,0.2,120,38.13,6.37,MID-4218,30.24,273.3,87.46,1.8,Non-Compliant,29,187.5,6,98,1
44059491,BN-6533,20-04-2022,Night,Johnny Cook,Size Variation,Fail,165.98,0.63,89,78.18,9.82,MID-4270,11.88,483.04,94.59,0.21,Compliant,56,206.73,5,172,5
43458448,BN-3970,21-04-2022,Evening,Ashley Mcdonald,Crack,Fail,99.98,0.44,27,63.72,5.39,MID-3696,35.67,245.77,96.76,8.35,Non-Compliant,19,434.17,1,243,5
67116324,BN-6251,21-04-2022,Evening,Christina Collins,No_Defect,Fail,53.54,0.28,89,27.67,4.89,MID-1110,46.15,218.22,93.68,3.62,Non-Compliant,12,235.45,4,46,5
34587799,BN-1045,21-04-2022,Evening,Ellen Harper,No_Defect,Pass,150.18,0.88,100,87.41,8.29,MID-4169,48.64,16.92,95.12,6.5,Non-Compliant,13,85.38,10,243,1
63875133,BN-0567,22-04-2022,Night,Kimberly Simmons,Discoloration,Fail,27.08,0.69,71,62.59,6.35,MID-9947,39.41,11.61,64.56,6.09,Compliant,3,331.3,14,154,4
97491002,BN-6196,22-04-2022,Night,Allison Thomas,Size Variation,Pass,139.44,0.56,110,85.97,3.27,MID-1036,19.26,165.95,75.46,8.35,Non-Compliant,51,240.35,2,36,1
13865818,BN-8420,22-04-2022,Morning,Lisa Nelson,No_Defect,Pass,117.47,0.93,107,54,2.31,MID-3266,38.63,233.68,62.67,5.98,Non-Compliant,57,332.36,13,265,2
17477048,BN-8845,22-04-2022,Morning,Natalie Williamson,No_Defect,Pass,109.45,0.35,48,89.58,7.71,MID-7098,11.37,272.37,68.68,6.8,Compliant,37,479.26,12,35,2
88759722,BN-6903,22-04-2022,Night,Christopher Scott,No_Defect,Fail,150.4,0.18,46,69.85,2.87,MID-7277,1.18,266.41,75.42,1.47,Compliant,48,144.33,1,172,2
83079337,BN-9276,22-04-2022,Morning,Denise Bryan,No_Defect,Pass,124.92,0.51,96,84.77,7.83,MID-2204,17.06,463.12,64.26,7.21,Non-Compliant,37,273.53,5,143,4
93041652,BN-8802,22-04-2022,Evening,Jasmine Villanueva,Size Variation,Pass,113.38,0.68,66,71.84,5.46,MID-8066,44.02,261.87,64.7,1.95,Non-Compliant,38,250.89,4,246,5
65296721,BN-3897,22-04-2022,Night,Diana Hernandez,Size Variation,Fail,174.41,0.75,101,92.35,2.37,MID-2070,4.5,388.88,73.54,0.59,Compliant,36,277.68,14,78,5
62305778,BN-5674,22-04-2022,Evening,Christopher Conrad,Crack,Pass,47.13,0.72,53,39.72,6.47,MID-8312,33.97,83.7,79.57,2.58,Compliant,38,421.13,11,39,2
15492401,BN-9137,22-04-2022,Morning,Michael Hernandez,Crack,Pass,43.03,0.45,107,38.23,1.83,MID-7956,4.02,265.64,76.42,8.32,Non-Compliant,26,400.49,15,165,5
38443176,BN-7569,22-04-2022,Night,Richard Lee,Size Variation,Pass,14.09,1,68,55.11,2,MID-4981,41.19,348.07,89.45,0.42,Compliant,33,372.93,5,32,1
18752489,BN-6996,23-04-2022,Night,Peter Davis,Size Variation,Pass,169.29,0.36,20,55.98,2.39,MID-4893,8.3,288.16,89.9,0.23,Non-Compliant,25,285.66,12,140,5
10335826,BN-1947,23-04-2022,Morning,Jessica Harding,Other,Fail,140.23,0.24,37,99.62,7.61,MID-2148,21.69,68.72,79.46,1.16,Compliant,28,245.21,5,46,3
55343800,BN-9378,23-04-2022,Morning,Patricia Duran,No_Defect,Fail,164.22,0.25,64,53.45,9.36,MID-9181,4.79,188.51,83.86,3.52,Compliant,15,161.6,6,187,4
64464107,BN-7988,23-04-2022,Morning,Daniel Shannon,Other,Fail,74.74,0.53,76,98.9,8.05,MID-2226,6.31,358.38,71.64,1.15,Non-Compliant,60,445.87,13,78,5
9238084,BN-4839,23-04-2022,Morning,Jennifer Salinas,No_Defect,Pass,117.64,0.62,59,96.35,7.12,MID-8107,19.75,176.06,83.8,6.22,Compliant,54,217.26,2,252,3
29942299,BN-5174,23-04-2022,Morning,Erin Whitaker,Size Variation,Fail,27.73,0.88,95,30.77,1.44,MID-8601,13.14,470.15,65.21,7.11,Non-Compliant,12,80.5,12,120,3
70794830,BN-7184,23-04-2022,Night,Darren Coleman,Other,Pass,65.39,0.85,62,44.89,6.87,MID-2269,27.62,335.74,69.61,0.75,Non-Compliant,39,16.72,6,58,3
51332242,BN-3428,23-04-2022,Night,Pamela Bailey,Size Variation,Pass,20.42,0.76,43,68.44,2.21,MID-9004,17.19,259.31,74.49,7.11,Non-Compliant,17,474.93,14,43,3
87474350,BN-3854,23-04-2022,Morning,James Fernandez,Other,Pass,67.07,0.74,66,79.35,5.35,MID-9802,12.44,476.82,65.44,4.87,Non-Compliant,47,493.85,11,84,5
32772838,BN-2621,23-04-2022,Night,Laura Morgan,Size Variation,Pass,113.01,0.32,12,37.26,8.1,MID-2043,19.16,20.56,84.23,6.92,Non-Compliant,5,210.71,7,32,4
66435471,BN-9456,23-04-2022,Morning,Kelly Russell,Discoloration,Fail,52.58,0.22,108,55.05,6.64,MID-0547,44.22,411.57,70.63,5.04,Non-Compliant,16,486.81,14,297,3
26676395,BN-8555,23-04-2022,Morning,Patrick Thomas,Size Variation,Pass,73.58,0.46,79,54.59,4.46,MID-2348,1.1,378.85,77.32,8.47,Non-Compliant,18,201.83,14,136,5
4980797,BN-3369,23-04-2022,Morning,Jason Henderson,Other,Fail,126.43,0.77,86,82.64,3.11,MID-2724,49.28,191.35,64.43,8.81,Non-Compliant,1,146.85,14,76,5
6992002,BN-9418,24-04-2022,Night,Thomas Fuentes,No_Defect,Fail,163.18,0.27,15,44.43,1.25,MID-2309,21.72,402.46,88.96,0.95,Compliant,36,346.64,7,148,1
94210453,BN-9585,24-04-2022,Morning,Tonya Pope,No_Defect,Pass,188.32,0.26,89,37.65,3.82,MID-6978,19.23,321.88,98.42,8.34,Non-Compliant,22,123.18,6,146,5
4616658,BN-0332,24-04-2022,Evening,Rodney Johnson,Size Variation,Pass,127.18,0.8,107,78.97,1.4,MID-2367,6.34,68.74,84.63,5.34,Non-Compliant,28,36.02,9,247,2
33297651,BN-5076,24-04-2022,Evening,Michele Taylor,No_Defect,Fail,128.87,0.62,57,51.44,4.37,MID-9772,12.3,116.01,94.69,8.9,Non-Compliant,36,457.11,15,30,5
78291478,BN-8470,24-04-2022,Night,Brian White,Other,Pass,91.56,0.4,47,97.3,7.15,MID-0618,7.83,199.97,90.41,3.44,Non-Compliant,40,387.43,15,75,5
91248381,BN-5739,24-04-2022,Morning,Nicole Jordan,Crack,Fail,86.29,0.27,94,64.43,3.3,MID-9645,12.93,390.98,73.76,0.14,Compliant,42,397.77,4,73,5
56951578,BN-6234,24-04-2022,Night,Rebecca Davis,Size Variation,Fail,129.88,0.23,115,36.23,8.05,MID-7949,26.27,146.87,77.22,4.79,Non-Compliant,4,116.08,14,116,5
1224429,BN-9886,24-04-2022,Night,Todd Mcdaniel,Discoloration,Pass,24.59,0.88,49,64.05,4.87,MID-3901,28.29,420.72,72.07,6.1,Non-Compliant,53,38.7,2,240,3
32558333,BN-5001,24-04-2022,Evening,Alfred Anderson,Other,Fail,144.49,0.27,104,53.13,6.9,MID-3765,46.7,185.89,99.52,1.06,Compliant,28,440.56,12,294,1
90838750,BN-8626,25-04-2022,Morning,Angela Cox,Size Variation,Fail,130.21,0.66,48,47.82,8.37,MID-1326,36.03,230.17,80.41,0.82,Compliant,3,15.77,7,126,3
26773780,BN-6152,25-04-2022,Night,Andrew Mueller,Other,Pass,152.65,0.27,99,35.14,2.63,MID-1790,31.61,353.21,78.96,0.61,Non-Compliant,27,379.67,14,70,3
64318769,BN-9373,25-04-2022,Morning,Patricia Ware,No_Defect,Fail,151.32,0.23,67,62.88,6.37,MID-5447,46.87,69.85,68.03,5.79,Non-Compliant,6,159.69,5,253,2
94511239,BN-8372,25-04-2022,Evening,Charles Miller,Discoloration,Fail,110.12,0.68,61,56.89,3.65,MID-9628,25.11,264.07,85.4,9.64,Compliant,5,276.25,14,260,5
78207288,BN-0714,25-04-2022,Morning,Joanna Nelson,Size Variation,Pass,176.71,0.83,78,27.84,4.02,MID-1513,21.26,183.62,85.03,6.19,Compliant,22,105.71,1,90,1
72032398,BN-3899,25-04-2022,Morning,Catherine Hayes,Crack,Pass,80.78,0.1,105,64.56,1.83,MID-9730,9.22,146.52,79.3,8.82,Compliant,35,2.88,11,161,1
5574599,BN-1217,25-04-2022,Morning,Cody Stewart,No_Defect,Pass,128.06,0.65,38,80.15,3.6,MID-7703,38.26,161.13,81.22,5.72,Non-Compliant,25,314.45,2,91,2
55146173,BN-0203,25-04-2022,Evening,Sarah Lopez,Crack,Fail,32.39,0.67,116,62.32,3.51,MID-1952,40.4,16.32,74.29,3.81,Compliant,23,378.6,9,123,2
95956114,BN-9200,25-04-2022,Night,Perry Todd,Other,Pass,157.1,0.76,102,84.93,8.92,MID-3238,5.56,26.66,62.81,0.25,Non-Compliant,33,12.6,3,253,5
2895307,BN-2028,25-04-2022,Evening,Lisa Roman,Discoloration,Pass,142.16,0.61,39,67.16,1.18,MID-8168,19.23,387.29,77.45,4.94,Compliant,27,325.42,14,97,2
18146646,BN-5458,25-04-2022,Evening,David Hansen,Other,Pass,90.03,0.75,56,73.25,9.89,MID-7837,17.16,314.31,86.07,4.67,Non-Compliant,23,481.27,5,30,4
57034560,BN-7943,25-04-2022,Evening,Vanessa Davis,Crack,Pass,110.86,0.1,26,50.64,5.24,MID-2355,1.7,369.85,65.37,5.29,Compliant,52,424.26,3,281,3
50110599,BN-9900,26-04-2022,Morning,Denise Sandoval,No_Defect,Fail,196.2,0.25,114,62.4,4.42,MID-6199,29.08,471.18,95.96,9.02,Non-Compliant,38,410.77,7,160,4
20494933,BN-0930,26-04-2022,Night,Elizabeth Livingston,Crack,Fail,140.19,0.84,72,51.09,9.4,MID-7991,20.51,393.32,90.51,0.03,Compliant,55,428.96,8,42,5
85833296,BN-9439,26-04-2022,Morning,Dwayne Paul,Discoloration,Fail,81.02,0.23,38,34.47,6.2,MID-3083,34.07,103.01,87.71,9.27,Non-Compliant,23,312.39,11,188,1
76214653,BN-9486,26-04-2022,Night,Thomas Miller,No_Defect,Fail,180.38,0.26,114,78.12,7.39,MID-6809,20.76,256,80.56,1.54,Non-Compliant,60,127.17,14,175,2
54653061,BN-2393,26-04-2022,Evening,Mrs. Krystal Suarez,Size Variation,Fail,111.86,0.75,105,38.59,9.65,MID-7951,26.67,25.07,79.15,9.56,Compliant,9,3.69,7,52,2
25123821,BN-5946,26-04-2022,Evening,Heather Lucas,No_Defect,Fail,171.4,0.86,53,97.23,8.85,MID-4546,24.71,232.51,94.88,7.33,Compliant,7,387.89,4,234,5
74907786,BN-1133,26-04-2022,Morning,Taylor Peterson,Discoloration,Pass,71.46,0.94,39,38.8,5.02,MID-9247,22.04,305.42,75.29,8.99,Compliant,14,364.32,14,46,5
28619932,BN-8502,27-04-2022,Evening,Katie Leach,No_Defect,Fail,36.54,0.51,70,79.15,3.34,MID-9955,11.34,266.63,73.2,4.78,Compliant,17,416.97,3,222,2
76858307,BN-7066,27-04-2022,Night,Anthony Keller,Other,Pass,76.89,0.79,26,42.79,5.34,MID-3743,14.3,463.45,67.19,6.77,Non-Compliant,17,380.77,2,144,2
4962335,BN-7915,27-04-2022,Evening,Jason Fisher,No_Defect,Fail,61.8,0.41,70,44.18,7.85,MID-9192,11.76,493.49,62.96,10,Non-Compliant,9,114.66,1,201,4
96982204,BN-3561,27-04-2022,Morning,Rebecca Garcia,Size Variation,Pass,159.49,0.18,13,20.78,1.17,MID-9626,36.32,181.18,85.53,2.86,Non-Compliant,52,170.04,9,167,5
31903912,BN-3381,27-04-2022,Morning,Abigail Simmons,Discoloration,Fail,26.31,0.79,23,93.42,4.48,MID-5811,15.05,246.75,71.34,6.72,Non-Compliant,52,193.13,7,48,3
10332351,BN-5336,27-04-2022,Evening,Sharon Mitchell,Crack,Fail,22.28,0.75,28,82.33,2.62,MID-8591,15.74,88.34,78.41,7.28,Non-Compliant,50,298.9,6,253,5
68615918,BN-0941,27-04-2022,Morning,Jennifer Hernandez,Other,Fail,93.32,0.27,34,71.46,5.27,MID-3761,6.56,14.69,81.58,1.47,Non-Compliant,1,261.64,1,230,4
56185010,BN-1592,27-04-2022,Night,Amanda Welch,No_Defect,Fail,152.32,0.71,40,69.85,7.61,MID-8388,10.77,58.64,79.6,4.39,Compliant,4,303.75,6,152,3
4402152,BN-0047,27-04-2022,Evening,Matthew Joseph,Crack,Fail,39.28,0.43,58,23.34,8.3,MID-1811,33.58,1.29,73.44,7.63,Compliant,7,195.78,1,161,4
54276338,BN-7963,27-04-2022,Evening,Tracy Berg,Discoloration,Pass,144.92,0.2,117,50.29,3.84,MID-9918,18.46,498.11,65.88,1.98,Compliant,42,443.54,10,152,4
11627982,BN-1379,27-04-2022,Evening,Ronald Clark,No_Defect,Fail,49.8,0.97,26,68.5,9.36,MID-2817,11.04,484.29,61.97,7.55,Non-Compliant,34,458.56,13,131,4
78820104,BN-1722,27-04-2022,Evening,Amanda Morrow,Other,Pass,183.66,0.47,33,40.27,1.1,MID-2921,14.84,277.06,66.9,3.34,Non-Compliant,1,146.69,3,63,5
72359013,BN-4511,27-04-2022,Evening,Sandra Farley,Size Variation,Pass,114.2,0.66,106,62.89,4.48,MID-4063,5.11,377.07,66.89,3.66,Non-Compliant,35,176.84,7,129,4
88424569,BN-3804,27-04-2022,Night,Tina Gill,Size Variation,Fail,63.6,0.99,62,98.96,3.2,MID-5649,37.44,205.45,91.62,9.48,Compliant,60,256.94,5,52,2
16048461,BN-3982,27-04-2022,Night,Chase Rivas,No_Defect,Pass,145.91,0.47,100,33.74,1.23,MID-8158,11.04,26.5,93.02,3.78,Compliant,47,406.69,12,240,5
95740072,BN-8092,28-04-2022,Morning,Jessica Martinez,Size Variation,Pass,90.19,0.49,106,74.95,7.63,MID-5577,33.96,122.12,67.41,2.63,Compliant,1,297.33,3,190,3
21034312,BN-3558,28-04-2022,Night,Brittany Kelly,Size Variation,Pass,25.09,0.55,25,56,3.3,MID-8501,10.13,463.15,67.53,8.55,Compliant,1,394.26,9,257,1
83384646,BN-8003,28-04-2022,Morning,Dana Moore,Crack,Pass,146.1,0.94,40,65.15,2.07,MID-6027,16.66,4.3,93.54,6.17,Non-Compliant,46,66.03,15,234,3
77996336,BN-7406,28-04-2022,Morning,Stacy Brown,Crack,Fail,99.12,0.89,47,61.75,9.26,MID-9726,24.91,200.12,79.24,7.33,Compliant,4,422.11,11,65,1
3524305,BN-6128,28-04-2022,Evening,Pamela Allen,Other,Fail,99.6,0.31,68,94.97,3.95,MID-1598,36.11,403.82,91.58,7.46,Non-Compliant,21,349.21,4,277,2
86685320,BN-9145,28-04-2022,Morning,Sandra Simon,Crack,Pass,106.75,0.48,116,58.14,1.01,MID-2039,21.11,408.06,99.95,0.27,Compliant,43,318.81,4,195,2
41205020,BN-5018,28-04-2022,Morning,Tracey Taylor,No_Defect,Fail,157.63,0.43,58,92.77,7.32,MID-9456,35.18,494.16,91.69,8.4,Non-Compliant,7,384.39,5,80,4
18110128,BN-4887,28-04-2022,Morning,Christian Raymond,Other,Pass,190.14,0.52,28,53.35,8.18,MID-3181,48.01,396.61,77.36,7.56,Compliant,51,117.21,14,102,4
69407130,BN-8848,28-04-2022,Night,Robin Vaughn,Other,Pass,28.74,0.27,107,70.72,8.92,MID-2546,33.21,455.68,70.28,2.83,Non-Compliant,16,22.26,15,30,2
99880323,BN-7968,28-04-2022,Night,Barbara Watson,No_Defect,Pass,107.29,0.66,49,37.67,4.09,MID-1317,13.91,396.79,88.61,4.53,Non-Compliant,2,20.15,9,131,2
9744998,BN-2307,28-04-2022,Night,Brittany Williams,Size Variation,Pass,81.85,0.81,46,82.93,2.08,MID-2552,29.03,472.26,97.94,9.49,Non-Compliant,20,304.39,8,300,4
28965121,BN-3607,28-04-2022,Morning,Cheryl Velez,Crack,Fail,175.04,0.17,67,97.98,2.3,MID-0568,32.18,363.1,83.29,1.25,Compliant,6,102.34,12,71,5
18272093,BN-5672,28-04-2022,Night,Danielle Ortega,Discoloration,Pass,196.62,0.8,30,31.01,8.48,MID-0844,37.69,173.57,77.99,9.01,Non-Compliant,44,218.67,11,212,2
4314479,BN-6190,28-04-2022,Night,Judy Howard,Discoloration,Fail,102.83,0.12,61,74.54,3.83,MID-5033,16.41,221.67,80.26,3.17,Compliant,35,77.52,13,228,2
73498674,BN-6156,28-04-2022,Night,Christian Mcdowell,Discoloration,Pass,37.69,0.93,15,51.01,9.71,MID-0386,44.2,5.31,92.99,2.59,Non-Compliant,1,106.07,3,171,4
47398610,BN-7529,29-04-2022,Evening,Crystal Jarvis,Discoloration,Fail,35.06,0.89,63,65.3,9.11,MID-0926,36.7,234.67,75.5,7.84,Compliant,37,470.8,3,113,3
66315933,BN-3676,29-04-2022,Evening,Matthew Lewis,Crack,Pass,68.67,0.69,99,66.37,3.42,MID-2453,25.88,411.08,71.27,3.99,Compliant,4,179.33,13,184,2
8106537,BN-6063,29-04-2022,Night,Timothy Mccarthy,Discoloration,Pass,181.25,0.18,100,64.89,8.07,MID-7220,9.44,275.66,68.18,1.42,Compliant,13,424.77,12,172,1
35610762,BN-8234,29-04-2022,Night,James Ballard,Crack,Pass,169.41,0.39,100,49.42,9.88,MID-3215,28.43,346.14,62.21,1.72,Non-Compliant,48,473.4,1,107,1
44694692,BN-3576,29-04-2022,Evening,Regina Robertson,Other,Pass,49.89,0.19,106,93.4,1.18,MID-0841,44.54,17.08,74.31,0.52,Non-Compliant,47,160.38,9,131,5
22012050,BN-0146,29-04-2022,Night,Wesley Castro,No_Defect,Pass,193.35,0.87,105,86.77,7.65,MID-6323,25.14,360.85,90.27,8.94,Compliant,1,124.02,12,254,1
95876368,BN-5172,29-04-2022,Morning,Veronica Vaughn,Size Variation,Pass,102.03,0.88,106,44.09,7.86,MID-4775,2.85,178.15,80.23,3.17,Non-Compliant,8,73.59,7,298,4
5867998,BN-8454,29-04-2022,Evening,Kerri Huang,Discoloration,Fail,18.16,0.95,48,60.47,5.19,MID-4208,37.08,403.93,71.19,1.35,Non-Compliant,25,475.18,8,177,2
69499128,BN-6985,30-04-2022,Night,Ashley Sosa,No_Defect,Fail,184.1,0.46,38,47.91,3.27,MID-7723,35.36,131.46,99.8,2.73,Non-Compliant,54,22.29,12,210,5
42898641,BN-4847,30-04-2022,Morning,Howard Griffith,Size Variation,Fail,141,0.98,33,88.87,4.01,MID-3147,45.85,239.65,71.31,1.4,Non-Compliant,45,313.71,9,105,2
29146468,BN-7757,30-04-2022,Evening,Richard Frazier,No_Defect,Pass,107.93,0.16,117,98.61,8.64,MID-2160,48.78,163.75,93.87,5.21,Compliant,6,372.11,6,80,3
90738432,BN-1437,30-04-2022,Evening,Timothy Allen,Crack,Fail,184.6,0.89,77,41.08,3.36,MID-2964,30.67,301.29,90.03,6.81,Non-Compliant,27,462.89,2,34,2
9841659,BN-4489,30-04-2022,Evening,Samuel Simpson,Discoloration,Fail,194.51,0.51,44,94.34,1.98,MID-0834,49.22,472.31,98.8,0.73,Non-Compliant,38,437.76,13,151,3
65963500,BN-1273,30-04-2022,Morning,Jade Williams,Discoloration,Fail,109.76,0.18,20,85.51,4.47,MID-2105,16.34,448.74,74.98,2.59,Compliant,25,181.73,10,45,2
1986167,BN-8442,30-04-2022,Night,Daniel Williams,No_Defect,Fail,87.85,0.79,65,64.23,6.62,MID-5514,23.86,261.08,69.58,5.29,Compliant,44,398.74,13,101,4
53555526,BN-4651,30-04-2022,Evening,Chelsey Lewis,Other,Pass,75.88,0.42,106,88.35,9.29,MID-3701,30.1,435.44,82.86,9.88,Non-Compliant,20,91.65,2,197,2
55145442,BN-6678,30-04-2022,Morning,Brett Lawrence,Other,Pass,132.13,0.6,72,38.22,5.94,MID-2223,27.63,393.06,98.44,2.73,Non-Compliant,18,498.91,8,100,3
26963914,BN-3733,30-04-2022,Evening,Stacey Young,Size Variation,Fail,172.65,0.11,35,68.57,5.48,MID-7529,12.32,114.87,74.35,8.91,Non-Compliant,31,233.78,7,67,1
